hard_case_rank,Ref.No.,fco (MPa),type,Specimen,fy (MPa),fcy150 (MPa),R（%),b (mm),h (mm),t (mm),r0 (mm),L (mm),e1 (mm),e2 (mm),Nexp (kN),raw_csv_row_num,actual_nexp_kn,predicted_nexp_kn,error_kn,abs_error_kn,pct_error,abs_pct_error,pred_actual_ratio,abs_log_ratio,Npl (kN),lambda_bar,e/h,xi,axial_flag,section_family,actual_psi,predicted_psi,regime_axiality,regime_section_family,regime_slenderness_state,regime_scale_npl,regime_eccentricity_severity,regime_confinement_level,is_top_abs_error,is_top_abs_pct_error,hard_case_reason,hardness_score
131,"Structures | Compression performance of cross-shaped CFST columns under concentric and eccentric loading | Muhammad Hassam, Lanhui Guo, Hongda Li, Muhammad Atasham ul haq | 2025",55.7,fcu150,C-1080-30,278,47.385,0,360,360,4,0,1080,30,30,3983,7259,3983.0,3323.222626811919,-659.7773731880811,659.7773731880811,-16.564834877933244,16.564834877933244,0.8343516512206676,0.18110032134082393,8467.1488,0.1391041465389453,0.0833333333333333,0.2268646972417169,eccentric,square,0.47040628363587983,0.39248425949617405,eccentric,square,very_stocky,scale_npl_q5,small_ecc,low_conf,True,False,top_abs_error,0.08571428571428572
132,"Engineering Structures | Behavior of stiffened circular concrete-filled steel tube stub columns under eccentric compression | Zheng Ming, Nie Xin, Hu Jun, Liang Huqing | 2025",55,fcu150,CCN-E2,419,46.729,0,433,433,6,216.5,1900,104,104,5615.5,6566,5615.5,6519.280789746092,903.7807897460916,903.7807897460916,16.094395685977947,16.094395685977947,1.1609439568597795,0.14923343011204596,12811.318974739726,0.2586477466827507,0.2401847575057736,0.6733126019841053,eccentric,circular,0.43832333041368865,0.5088688215944243,eccentric,circular,stocky,scale_npl_q5,moderate_ecc,mid_conf,True,False,top_abs_error,0.08523809523809524
133,"建筑结构学报 | 配置不锈钢筋的圆形截面不锈钢管海砂混凝土柱的偏压性能研究 | 李德山, 王志滨, 赵春光... | 2025",48.3,fcy100,CRCSS1-0b,278.4,48.3,0,180,180,3.95,90,900,0,0,2448.1,6608,2448.1,1974.1081946624727,-473.99180533752724,473.99180533752724,-19.36161943292869,19.36161943292869,0.8063838056707131,0.21519546412026402,2046.7726520819524,0.2547501417433707,0.0,0.8216748090537547,axial,circular,1.1960781269526062,0.9644980318915409,axial,circular,stocky,scale_npl_q4,axial,mid_conf,True,True,top_abs_error_and_top_abs_pct_error,0.08476190476190476
134,"钢管砂轻混凝土轴压短柱力学性能研究, 张向冈; 邓大鹏; 杨健辉; 王俊波, Chinese Journal of Applied Mechanics, 2019",42.4,"fck,size not specified, assumed as fck150",S-2,268,42.4,100,150,150,3,0,450,0,0,1013,4022,1013.0,1335.4987655108446,322.4987655108446,322.4987655108446,31.836008441346948,31.836008441346948,1.3183600844134695,0.2763886039361312,1342.3103999999998,0.1183207886339727,0.0,0.5267295597484276,axial,square,0.7546689647938362,0.9949254401298274,axial,square,very_stocky,scale_npl_q2,axial,mid_conf,False,True,top_abs_pct_error,0.08428571428571428
135,"Confinement of six different concretes in CFST columns having different shapes and slenderness, Khandaker M. A. Hossain; Katie Chu, Unknown, 2019",66,fcy100,LcI-9,333,63.07,0,114,114,4.8,57,1000,0,0,982,5740,982.0,1307.046366414538,325.04636641453794,325.04636641453794,33.10044464506496,33.10044464506496,1.3310044464506496,0.28593388009157905,1382.3050541629289,0.4677264575950675,0.0,1.4466344226932673,axial,circular,0.710407588428201,0.9455556589902185,axial,circular,stocky,scale_npl_q2,axial,mid_conf,False,True,top_abs_pct_error,0.08285714285714285
136,"Lee S, Uy B, Kim S, et al. Behavior of High-Strength Circular Concrete-Filled Steel Tubular (CFST) Column under Eccentric Loading[J]. Journal of Constructional Steel Research. 2011, 67(1): 1-13.",25,"fck,size not specified, assumed as fck150",323,479,19.5,0,300,300,12,150,900,150,150,3683,10695,3683.0,3053.0990319951816,-629.9009680048184,629.9009680048184,-17.1029315233456,17.1029315233456,0.828970684766544,0.18757048663549497,9262.532385397872,0.1670352337945591,0.5,5.192723439129745,eccentric,circular,0.39762344105874853,0.3296181762137003,eccentric,circular,very_stocky,scale_npl_q5,large_ecc,very_high_conf,True,False,top_abs_error,0.08238095238095239
137,"建筑结构学报 | 配置不锈钢筋的圆形截面不锈钢管海砂混凝土柱的偏压性能研究 | 李德山, 王志滨, 赵春光... | 2025",48.3,fcy100,CRCSS1-0a,278.4,48.3,0,180,180,3.95,90,900,0,0,2459.5,6607,2459.5,1974.1081946624727,-485.39180533752733,485.39180533752733,-19.73538545791939,19.73538545791939,0.8026461454208061,0.2198413278845644,2046.7726520819524,0.2547501417433707,0.0,0.8216748090537547,axial,circular,1.2016478711000103,0.9644980318915409,axial,circular,stocky,scale_npl_q4,axial,mid_conf,True,True,top_abs_error_and_top_abs_pct_error,0.08095238095238094
138,"Structures | Eccentric compression behaviour of normal and ultra-high performance concrete-filled stainless steel tube stub columns | Hongyuan Tang, Hongfei Tan, Jinjun Liu, Biao Tan, Yun Yao | 2024",43.2,fcu150,C-40-5-0,259,35.797,0,121.2,121.2,5.02,60.6,362.7,0,0,842.92,6628,842.92,1170.912228378367,327.99222837836703,327.99222837836703,38.91143031110509,38.91143031110509,1.3891143031110509,0.3286663520430582,1127.0263968271488,0.1390501820608235,0.0,1.6882111844713112,axial,circular,0.7479150465091351,1.0389394886178065,axial,circular,very_stocky,scale_npl_q2,axial,high_conf,False,True,top_abs_pct_error,0.07952380952380952
139,"S. Zhong and Y. Wang, “Mechanical properties and design method of load-carrying capacity of CFST under compression,” Journal of Harbin University of Civil Engineering and Architecture, Harbin, China, pp. 1–33, 1978.",28.6,"Cylinder,size not specified, assumed as fcy150",8*,409.64,28.6,0,108,108,4.5,54,445,0,0,970.2,511,970.2,1303.6708572443338,333.47085724433373,333.47085724433373,34.371352014464414,34.371352014464414,1.3437135201446442,0.2954370647259931,1113.9077313168643,0.2168037997366556,0.0,4.059678414072427,axial,circular,0.8709877602277052,1.170358029298469,axial,circular,very_stocky,scale_npl_q2,axial,very_high_conf,False,True,top_abs_pct_error,0.07952380952380952
140,"Engineering Structures | Behavior of stiffened circular concrete-filled steel tube stub columns under eccentric compression | Zheng Ming, Nie Xin, Hu Jun, Liang Huqing | 2025",55,fcu150,CCS-E2,419,46.729,0,433,433,6,216.5,1900,104,104,5598.6,6565,5598.6,6519.280789746092,920.6807897460912,920.6807897460912,16.444839598222615,16.444839598222615,1.164448395982226,0.15224749504710533,12811.318974739726,0.2586477466827507,0.2401847575057736,0.6733126019841053,eccentric,circular,0.4370041844277584,0.5088688215944243,eccentric,circular,stocky,scale_npl_q5,moderate_ecc,mid_conf,True,False,top_abs_error,0.07904761904761905
141,"L. K. Luksha, D. V. Cherkasov, and V. E. Shevchuk, “Strength testing of large-diameter concrete filled tubular members,” Proceedings of the Third International Conference on Steel-Concrete Composite Structures, Wakabayashi, M. (ed.), Fukuoka, Japan, September 26-29, 1991, Association for International Cooperation and Research in Steel-Concrete Composite Structures, pp. 67–71, 1991.",38.4,"Cylinder,size not specified, assumed as fcy150",SB 3,323.3,38.4,0,630,630,10.21,315,1890,0,0,20500,29,20500.0,23678.47985878461,3178.479858784609,3178.479858784609,15.504779798949311,15.504779798949311,1.155047797989493,0.14414172665816843,21011.63839267777,0.1553418296867695,0.0,0.8748969092020085,axial,circular,0.9756497621405826,1.1269221093694526,axial,circular,very_stocky,scale_npl_q5,axial,mid_conf,True,False,top_abs_error,0.0761904761904762
142,"B. Uy, “Local and post-local buckling of concrete filled steel welded box columns,” Journal of Constructional Steel Research, vol. 47, no. 1, pp. 47–72, Aug. 1998.",38,"Cylinder,size not specified, assumed as fcy150",LB9,300,38,0,306,306,3,0,300,0,0,2519,2533,2519.0,3035.068152105284,516.0681521052838,516.0681521052838,20.48702469651782,20.48702469651782,1.2048702469651782,0.18637188227776086,4500.0,0.0420600367808481,0.0,0.3157894736842105,axial,square,0.5597777777777778,0.6744595893567298,axial,square,very_stocky,scale_npl_q5,axial,low_conf,True,True,top_abs_error_and_top_abs_pct_error,0.07238095238095238
143,"Z. Wang and S. Yang, “Experimental research of comprehensive strength and comprehensive modulus of elasticity of concrete filled steel tube,” Proceedings 1st ASCCS International Conference on Steel-Concrete Composite Structures, Harbin, China, pp. 74–80, 1985.",26.6,"Cylinder,size not specified, assumed as fcy150", No. 6,235,26.6,0,134.1,134.1,6.2,67.05,264,0,0,1006,44,1006.0,1364.491149393063,358.4911493930631,358.4911493930631,35.63530312058281,35.63530312058281,1.356353031205828,0.3047995031305986,1178.6551249196373,0.0829913594316053,0.0,2.809202620637357,axial,circular,0.8535151451266042,1.1576678542725518,axial,circular,very_stocky,scale_npl_q2,axial,high_conf,False,True,top_abs_pct_error,0.07142857142857142
144,"Z. Wang and S. Yang, “Experimental research of comprehensive strength and comprehensive modulus of elasticity of concrete filled steel tube,” Proceedings 1st ASCCS International Conference on Steel-Concrete Composite Structures, Harbin, China, pp. 74–80, 1985.",26.6,"Cylinder,size not specified, assumed as fcy150",No. 6,235,26.6,0,134.1,134.1,6.2,67.1,264,0,0,1006,8627,1006.0,1364.491149393063,358.4911493930631,358.4911493930631,35.63530312058281,35.63530312058281,1.356353031205828,0.3047995031305986,1178.6551249196373,0.0829913594316053,0.0,2.809202620637357,axial,circular,0.8535151451266042,1.1576678542725518,axial,circular,very_stocky,scale_npl_q2,axial,high_conf,False,True,top_abs_pct_error,0.07142857142857142
145,"Study on Bearing Mechanism of Eccentric Long Column of Concrete-filled Steel Tube Arch Frame in Highway Tunnel, Ren Zhaodan; Wang Zhiyong; Kong Chao; Zhang Junru, Chinese Journal of Underground Space and Engineering, 2021",40,"Cube,size not specified, assumed as fcu150",120x8x35,235,32.878,0,120,120,8,60,1200,35,35,1249.5,6462,1249.5,866.0996220581587,-383.40037794184127,383.40037794184127,-30.684303956930076,30.684303956930076,0.6931569604306993,0.36649881131016326,1302.6209122724051,0.4324471982839333,0.2916666666666667,2.833553201979058,eccentric,circular,0.9592199758410631,0.6648900028384,eccentric,circular,stocky,scale_npl_q2,moderate_ecc,high_conf,False,True,top_abs_pct_error,0.06904761904761905
146,"M. Khan, B. Uy, Z. Tao, and F. Mashiri, “Concentrically loaded slender square hollow and composite columns incorporating high strength properties,” Engineering Structures, vol. 131, pp. 69–89, Jan. 2017.",113,"Cylinder,size not specified, assumed as fcy150",CB30-SL3(B),762,113,0,148.9,148.9,4.9,0,3512,0,0,2303,9689,2303.0,2805.468450331635,502.4684503316348,502.4684503316348,21.817996106453965,21.817996106453965,1.2181799610645396,0.19735790965807457,4263.901849999999,1.3446961337369348,0.0,0.9501790906141252,axial,square,0.5401156220329041,0.6579580274183927,axial,square,slender,scale_npl_q5,axial,mid_conf,True,True,top_abs_error_and_top_abs_pct_error,0.06857142857142856
147,"矩形钢管高性能混凝土偏压构件承载力试验研究, 王志滨; 陶忠; 韩林海, 钢结构, 2005",103,fcu150,sc1,327,93.124,0,220,146,3,0,790,0,0,2810,3179,2810.0,3385.3562778673986,575.3562778673986,575.3562778673986,20.475312379622725,20.475312379622725,1.2047531237962272,0.18627466943490387,3780.428,0.2788904943132774,0.0,0.2250729127509819,axial,rectangular,0.743302081140019,0.8954955041776748,axial,rectangular,stocky,scale_npl_q5,axial,low_conf,True,True,top_abs_error_and_top_abs_pct_error,0.06619047619047619
148,"Case Studies in Construction Materials | Experimental investigation on axial compressive performance of rectangular multi-cell stocky concrete-filled steel tubes stiffened with PBL | Aimin Xu, Pengfei Men, Dewei Liu... | 2024",29.6,fck150,S2-C40,378.8,29.6,0,304,150,6,0,750,0,0,6547,7428,6547.0,5374.835571119983,-1172.164428880017,1172.164428880017,-17.90384036780231,17.90384036780231,0.820961596321977,0.19727894733269286,3147.3696,0.1819138178538994,0.0,1.6387247879207378,axial,rectangular,2.080149722485723,1.7077230367605962,axial,rectangular,very_stocky,scale_npl_q5,axial,high_conf,True,False,top_abs_error,0.06523809523809523
149,"Case Studies in Construction Materials | Eccentric compressive behavior of shrinkage-compensating UHPC-filled steel tube lattice columns: Experimental investigation and numerical modeling | Deyuan DENG, Yi LIU, Yihang CHEN... | 2025",137,fcy75,S8-0,361.8,126.77,0,470,470,8,0,918,0,0,7236.2,7234,7236.2,8573.757248379787,1337.5572483797869,1337.5572483797869,18.484249307368326,18.484249307368326,1.1848424930736832,0.16960984851541752,33494.1224,0.1126846031375019,0.0,0.1861410334737451,axial,square,0.2160438752083858,0.25597796371520354,axial,square,very_stocky,scale_npl_q5,axial,low_conf,True,False,top_abs_error,0.05952380952380952
150,"Axial Load Behavior of Stiffened Concrete-Filled Steel Columns, C. S. Huang; Y.-K. Yeh; G.-Y. Liu; H.-T. Hu; K. C. Tsai; Y. T. Weng; S. H. Wang; M.-H. Wu, Journal of Structural Engineering, 2002",27.15,"Cylinder,size not specified, assumed as fcy150",CU-040,265.8,27.15,0,200,200,5,100,600,0,0,2013,4929,2013.0,2534.325293018224,521.3252930182239,521.3252930182239,25.897928118143266,25.897928118143266,1.2589792811814327,0.23030129835923194,2002.2810767772276,0.1361300660797147,0.0,1.601106448353171,axial,circular,1.0053533559034704,1.2657190453486922,axial,circular,very_stocky,scale_npl_q4,axial,high_conf,True,True,top_abs_error_and_top_abs_pct_error,0.056666666666666664
151,"AXIAL COMPRESSION BEHAVIOR OF CENTRIFUGAL CONCRETE FILLED STEEL TUBULAR COLUMNNS USING SUPER HIGH STRENGTH CONCRETE, Satoshi MIYAKI; Chiaki MATSUI; Keigo TSUDA; Tatsuo HATATO; Terutake IMAMURA, Unknown, 1995",82.4,"Cylinder,size not specified, assumed as fcy150",BC45H30,351,82.4,0,165,165,3.49,82.5,495,0,0,1969,5770,1969.0,2490.309543261441,521.3095432614409,521.3095432614409,26.475852882754747,26.475852882754747,1.2647585288275474,0.23488121765604042,2560.1254192760384,0.1794597353779017,0.0,0.5842365683177433,axial,circular,0.7691029451818032,0.9727295094650713,axial,circular,very_stocky,scale_npl_q4,axial,mid_conf,True,True,top_abs_error_and_top_abs_pct_error,0.055714285714285716
152,"A++B C DEB, F%++’ G+’ C ++’E C +’, 4;<=. >?@ABC&0; E;F ;?C@GB+C&!; 4;HI 9B+C!, Unknown, 2008",21.96,"fck,size not specified, assumed as fck150",GZ02a,357.72,21.96,0,300,300,10,0,1500,150,150,6634,3797,6634.0,5354.692966183872,-1279.3070338161278,1279.3070338161278,-19.28409758541043,19.28409758541043,0.8071590241458957,0.2142345741822908,5728.128,0.1800028870199554,0.5,2.327088212334114,eccentric,square,1.1581445107371904,0.9348067931065563,eccentric,square,very_stocky,scale_npl_q5,large_ecc,high_conf,True,True,top_abs_error_and_top_abs_pct_error,0.05523809523809524
153,"T. Yamamoto, J. Kawaguchi, and S. Morino, “Experimental Study of Scale Effects on the Compressive Behavior of Short Concrete-Filled Steel Tube Columns,” Composite Construction in Steel and Concrete IV, 2000.",29.6,"Cylinder,size not specified, assumed as fcy150",S20D-2I,323,29.6,0,200.3,200.3,4.35,0,601,0,0,1613,1935,1613.0,2103.819459198884,490.81945919888403,490.81945919888403,30.42898073148692,30.42898073148692,1.3042898073148692,0.26565868368509377,2163.4628960000005,0.1128250503555323,0.0,0.9909792360209894,axial,square,0.7455639766146466,0.9724314953996251,axial,square,very_stocky,scale_npl_q4,axial,mid_conf,True,True,top_abs_error_and_top_abs_pct_error,0.05238095238095238
154,"Axial performance of short concrete filled steel tubes with high- and ultra-high- strength materials, Ming-Xiang Xiong; De-Xin Xiong; J.Y. Richard Liew, Engineering Structures, 2017",51.6,fcy100,DC8,381,49.309,0,219.1,219.1,10,109.55,600,0,0,7160,4796,7160.0,5707.068609993784,-1452.9313900062161,1452.9313900062161,-20.292337849248828,20.292337849248828,0.7970766215075117,0.2268044674131874,5324.657318542666,0.1471032713109486,0.0,2.31443540800817,axial,circular,1.3446874740776105,1.0718189488212515,axial,circular,very_stocky,scale_npl_q5,axial,high_conf,True,True,top_abs_error_and_top_abs_pct_error,0.04761904761904762
155,"段新鸽,李倩.圆钢管自密实再生混凝土短柱轴压性能试验与理论研究[J/OL].建筑结构,1-7[2025-04-22].
",37.33,fcu150,RSCFT-50-3.5,335.5,30.46,50,165,165,3.5,82.5,495,0,0,3333,8248,3333.0,2573.2005422705975,-759.7994577294025,759.7994577294025,-22.796263358217896,22.796263358217896,0.7720373664178211,0.2587223280330814,1636.832904590175,0.1536939509401089,0.0,1.2363630171759454,axial,circular,2.0362493878594807,1.5720606147729337,axial,circular,very_stocky,scale_npl_q3,axial,mid_conf,True,True,top_abs_error_and_top_abs_pct_error,0.047619047619047616
156,"Journal of Constructional Steel Research | Experimental and numerical study on multi-cell T-shaped CFST columns under eccentric compression | Yanfei Shen, Ning Zhang, Yongqing Tu | 2026",33.7,fcy150,MT-CFST-1300,331.2,33.7,0,100,60,2.5,0,1300,0,0,1000,7182,1000.0,533.1718965125501,-466.8281034874499,466.8281034874499,-46.68281034874499,46.68281034874499,0.5331718965125501,0.62891139928243,424.4825,0.7749480646606558,0.0,1.410702369627873,axial,rectangular,2.3558097212488147,1.2560515369009326,axial,rectangular,intermediate,scale_npl_q1,axial,mid_conf,True,True,top_abs_error_and_top_abs_pct_error,0.047142857142857146
157,"Journal of Constructional Steel Research | Experimental and numerical investigations on concrete-filled double-tubular slender columns under axial and eccentric loading | Wen-Da Wang, Sun-Hang Ji, Yan-Li Shi | 2023",45.3,fcu150,SCS2-1,329.3,37.724,0,140,140,4,0,1250,0,0,958,7454,958.0,1413.893082474731,455.89308247473105,455.89308247473105,47.588004433688,47.588004433688,1.47588004433688,0.3892544521011609,1484.7887999999998,0.3551908167813938,0.0,0.881129172519901,axial,square,0.6452096082621314,0.9522519852484954,axial,square,stocky,scale_npl_q3,axial,mid_conf,True,True,top_abs_error_and_top_abs_pct_error,0.04714285714285714
158,"LOAD-CARRYING CAPACITY OF AXIALLY LOADED CONCRETE-FILLED STEEL TUBULAR COLUMNS MADE OF THIN TUBES, Marcin Abramski, Archives of Civil and Mechanical Engineering, 2018",35.4,fcy150,3B30c,256,35.4,0,211,211,3,105.5,2170,0,0,2199,5081,2199.0,1583.7539632838916,-615.2460367161084,615.2460367161084,-27.978446417285515,27.978446417285515,0.7202155358271449,0.3282047564544194,1935.310489858885,0.5037287034586916,0.0,0.6563411253249927,axial,circular,1.1362517857071825,0.8183461886776486,axial,circular,intermediate,scale_npl_q3,axial,mid_conf,True,True,top_abs_error_and_top_abs_pct_error,0.04285714285714286
159,"Journal of Constructional Steel Research | Research on application of annular concrete-filled steel tube support in deep roadway | Dong Liu, Ren Liang Shan, Hai Long Wang... | 2024",40,fcy150,CFST_Short_Column_Test,350,40,0,194,194,8,97,600,0,0,4100,6651,4100.0,3165.098274402773,-934.9017255972271,934.9017255972271,-22.80248111212749,22.80248111212749,0.7719751888787251,0.25880286823195,3436.0407623738256,0.157521976131928,0.0,2.4519812649731025,axial,circular,1.1932338070307034,0.9211468935590074,axial,circular,very_stocky,scale_npl_q5,axial,high_conf,True,True,top_abs_error_and_top_abs_pct_error,0.04238095238095238
160,"LOAD-CARRYING CAPACITY OF AXIALLY LOADED CONCRETE-FILLED STEEL TUBULAR COLUMNS MADE OF THIN TUBES, Marcin Abramski, Archives of Civil and Mechanical Engineering, 2018",54.4,fcy150,3B60c,312,54.4,0,211,211,3,105.5,2170,0,0,3044,5083,3044.0,2273.0905589480026,-770.9094410519974,770.9094410519974,-25.325540113403335,25.325540113403335,0.7467445988659667,0.29203205476648864,2730.1874746906205,0.5715490571065973,0.0,0.5205334085613998,axial,circular,1.1149417496851348,0.832576729627545,axial,circular,intermediate,scale_npl_q4,axial,mid_conf,True,True,top_abs_error_and_top_abs_pct_error,0.041428571428571426
161,"Structures | Experimental study on multi-cellular L-shaped CFST slender columns under biaxial eccentric compression | Lei Zhang, Yu-Jia Zhang, Jing-Zhong Tong, Gen-Shu Tong, Bo Fu, Yi-Min Xu | 2022",45.08,fcu150,L-CFST1,366,37.522,0,200,200,4,0,3000,23,23,2473,7510,2473.0,1764.1037740442637,-708.8962259557363,708.8962259557363,-28.66543574426754,28.66543574426754,0.7133456425573246,0.3377892038617482,2786.18112,0.6359486865383908,0.115,0.6765749778172139,eccentric,square,0.8875948452338949,0.6331619152039418,eccentric,square,intermediate,scale_npl_q4,moderate_ecc,mid_conf,True,True,top_abs_error_and_top_abs_pct_error,0.03904761904761905
162,"Lee S, Uy B, Kim S, et al. Behavior of High-Strength Circular Concrete-Filled Steel Tubular (CFST) Column under Eccentric Loading[J]. Journal of Constructional Steel Research. 2011, 67(1): 1-13.",44.4,"fck,size not specified, assumed as fck150",321,498,36.9,0,360,360,6,180,1080,180,180,2537,10693,2537.0,3268.719343783237,731.719343783237,731.719343783237,28.841913432528067,28.841913432528067,1.2884191343252807,0.2534159895950541,9290.377835075844,0.1769482742425079,0.5,1.1998954299776916,eccentric,circular,0.27307823697132644,0.35183922568167025,eccentric,circular,very_stocky,scale_npl_q5,large_ecc,mid_conf,True,True,top_abs_error_and_top_abs_pct_error,0.037142857142857144
163,"Structures | Experimental and numerical study on eccentric compression behavior of slender square reinforced UHPC encased CFST composite columns | Xiaolong Gao, Chenxu Zhang, Junyuan Guo, Yong Lu | 2025",61.2,fcu150,RU-CFST-e100-L2500,315.6,52.565,0,250,250,4,0,2500,100,100,2919.28,7250,2919.28,2137.042523886326,-782.2374761136743,782.2374761136743,-26.79556178625121,26.79556178625121,0.7320443821374879,0.31191413552346464,4806.12,0.4583772611411348,0.4,0.3409496029816886,eccentric,square,0.6074088870024054,0.444650263390495,eccentric,square,stocky,scale_npl_q5,large_ecc,low_conf,True,True,top_abs_error_and_top_abs_pct_error,0.037142857142857144
164,"EXPERIMENTAL STUDY ON THE EFFECT OF CROSS SECTIONAL SIZE AND SHAPE ON COMPRESSIVE CHARACTERISTICS OF CONCRETE FILLED SQUARE STEEL TUBE SHORT COLUMNS, Takamasa Yamamoto; Jun Kawaguchi; Shosuke Morino; Sachio Koike, J. Struct. Constr. Eng., AIJ, 2013",33.9,fcy100,FB-33.9,368,32.395,0,400,400,12.1,0,1200,0,0,11583,3674,11583.0,14103.217061819963,2520.2170618199634,2520.2170618199634,21.75789572494141,21.75789572494141,1.217578957249414,0.19686442582204836,11480.998156,0.1160537430285769,0.0,1.39809507661924,axial,square,1.0088844055729331,1.2283964225226869,axial,square,very_stocky,scale_npl_q5,axial,mid_conf,True,True,top_abs_error_and_top_abs_pct_error,0.03619047619047619
165,"开孔钢板加劲肋方钢管混凝土柱偏压试验研究, 刘君平; 周宗源; 刘永健; 陈宝春, 建筑结构学报, 2017",56,"Cube,size not specified, assumed as fcu150",CS1-20-6,334,47.666,0,200,200,4,0,1156,120,120,1600,4474,1600.0,1006.0743020386878,-593.9256979613122,593.9256979613122,-37.12035612258201,37.12035612258201,0.6287964387741799,0.46394770141024566,3090.432,0.2531832178302682,0.6,0.4970238095238095,eccentric,square,0.5177269715043076,0.3255448759392499,eccentric,square,stocky,scale_npl_q4,large_ecc,low_conf,True,True,top_abs_error_and_top_abs_pct_error,0.03428571428571428
166,"Engineering Structures | Buckling behaviour of fibre-reinforced normal and ultra-high-performance concrete-encased CFST composite columns | You-Xin Ma, Panwei Du, Kang Hai Tan | 2025",136.6,fcy100,U-CHS-2.0,367.3,136.6,0,140,140,6.2,70,2000,0,0,3586,6572,3586.0,2609.053030537231,-976.9469694627692,976.9469694627692,-27.24336222707109,27.24336222707109,0.7275663777292891,0.3180500432336818,3170.662937451141,0.8871140069319443,0.0,0.815131721359114,axial,circular,1.1309937608450882,0.8228730338124867,axial,circular,intermediate,scale_npl_q5,axial,mid_conf,True,True,top_abs_error_and_top_abs_pct_error,0.030952380952380953
167,"M. Khan, B. Uy, Z. Tao, and F. Mashiri, “Concentrically loaded slender square hollow and composite columns incorporating high strength properties,” Engineering Structures, vol. 131, pp. 69–89, Jan. 2017.",113,"Cylinder,size not specified, assumed as fcy150",CB30-SL3(A),762,113,0,149.33,149.33,4.93,0,3512,0,0,4142,2413,4142.0,2889.191199542841,-1252.8088004571591,1252.8088004571591,-30.246470315238028,30.246470315238028,0.6975352968476197,0.3602021617675412,4293.828022500001,1.3405122347332434,0.0,0.9534603502132912,axial,square,0.9646404043887157,0.6728707308264907,axial,square,slender,scale_npl_q5,axial,mid_conf,True,True,top_abs_error_and_top_abs_pct_error,0.024761904761904763
168,"S. Cai and Z. Jiao, “Behavior and Ultimate Strength of Short Concrete-Filled Steel Tubular Columns.,” Journal of Building Structures, pp. 13–29, 1984.",52.956,fcu200,G-64,250.07,46.439,0,320,320,7,160,260,0,0,7913.967,285,7913.967,5760.420720907201,-2153.5462790927986,2153.5462790927986,-27.211969409182508,27.211969409182508,0.7278803059081749,0.3176186592643708,6507.389958741907,0.0412414663011019,0.0,0.6709325722862624,axial,circular,1.2161507225133361,0.8852121599334551,axial,circular,very_stocky,scale_npl_q5,axial,mid_conf,True,True,top_abs_error_and_top_abs_pct_error,0.024761904761904763
169,"R. W. Furlong, “Strength of Steel-Encased Concrete Beam Columns,” Journal of the Structural Division, vol. 93, no. 5, pp. 113–124, 1967.",45.5,"Cylinder,size not specified, assumed as fcy150","""5""",492,45.5,0,127,127,4.8,0,914,0,0,1156,1989,1156.0,1863.4053086745423,707.4053086745423,707.4053086745423,61.19423085419916,61.19423085419916,1.6119423085419917,0.4774398546983414,1736.12294,0.3123854582394125,0.0,1.7684257820544018,axial,square,0.6658514632610062,1.0733141448350094,axial,square,stocky,scale_npl_q3,axial,high_conf,True,True,top_abs_error_and_top_abs_pct_error,0.024285714285714285
170,"S. H. Cai, “A study on basic behavior and strength of concrete filled steel tubular short column,” Structural Institute of China Building Research Academy, 1984.",46.57,"Cylinder,size not specified, assumed as fcy150",Cai-29,249.9,46.57,0,320,320,7,160,260,0,0,7909,132,7909.0,5565.833602006867,-2343.1663979931327,2343.1663979931327,-29.626582349135578,29.626582349135578,0.7037341765086442,0.351354584315804,6035.977377813125,0.04014278034836,0.0,0.7624168289754994,axial,circular,1.310309748520874,0.922109751846586,axial,circular,very_stocky,scale_npl_q5,axial,mid_conf,True,True,top_abs_error_and_top_abs_pct_error,0.02142857142857143
171,"Cai Shaohuai.Modern Steel Tube Concrete Structures [M] Beijing: People's Communications Publishing House, 2003: 18-63",38.3,"fck,size not specified, assumed as fck150",50,249.9,31.4,0,320,320,7,160,260,0,0,7914,9906,7914.0,5544.208495877145,-2369.7915041228553,2369.7915041228553,-29.94429497248996,29.94429497248996,0.7005570502751004,0.3558794743013266,5427.788821934529,0.0386521555624663,0.0,0.9270431259892692,axial,circular,1.4580523044703415,1.0214488215665551,axial,circular,very_stocky,scale_npl_q5,axial,mid_conf,True,True,top_abs_error_and_top_abs_pct_error,0.020476190476190478
172,"S.-H. Lee, B. Uy, S.-H. Kim, Y.-H. Choi, and S.-M. Choi, “Behavior of high-strength circular concrete-filled steel tubular (CFST) column under eccentric loading,” Journal of Constructional Steel Research, vol. 67, no. 1, pp. 1–13, Jan. 2011.",59,"Cylinder,size not specified, assumed as fcy150",O49E36_60,498,59,0,360,360,6,180,1760,180,180,2537,1569,2537.0,3629.460641391564,1092.460641391564,1092.460641391564,43.06112106391659,43.06112106391659,1.430611210639166,0.3581017729812846,10679.054779105078,0.3004359618968749,0.5,0.9029721540849068,eccentric,circular,0.23756784214310442,0.3398672182572809,eccentric,circular,stocky,scale_npl_q5,large_ecc,mid_conf,True,True,top_abs_error_and_top_abs_pct_error,0.017619047619047618
